Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro Educa+;15/12/2040;09/2023;1923,870045;830,84;1598428,18
Tesouro Educa+;15/12/2041;09/2023;1808,134600;821,87;1486051,58
Tesouro Educa+;15/12/2042;09/2023;1714,958068;928,05;1591566,83
Tesouro Educa+;15/12/2044;09/2023;1510,812183;1818,93;2748061,60
Tesouro Educa+;15/12/2045;09/2023;1432,270864;2901,83;4156206,56
Tesouro IPCA+ com Juros Semestrais;15/05/2055;10/2023;4849,406416;560880,06;2719935361,57
Tesouro IPCA+ com Juros Semestrais;15/05/2045;11/2023;4043,241695;30789,48;124489309,30
Tesouro IPCA+ com Juros Semestrais;15/08/2030;11/2023;4677,002483;356941,74;1669417404,26
Tesouro IPCA+ com Juros Semestrais;15/08/2040;11/2023;4659,734554;326112,61;1519598197,31
Tesouro IPCA+ com Juros Semestrais;15/08/2024;11/2023;4229,458204;23532,08;99527948,81
Tesouro IGPM+ com Juros Semestrais;01/01/2031;11/2023;7286,039822;6761,55;49264922,55
Tesouro IPCA+ com Juros Semestrais;15/08/2050;11/2023;4675,616983;284122,22;1328446677,07
Tesouro IPCA+;15/08/2024;11/2023;4017,537860;2715382,01;10909150029,53
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/2024;1049,223582;505083,77;529945802,36
Tesouro Prefixado;01/01/2025;01/2024;914,942729;4758233,45;4353511097,96
Tesouro Selic;01/09/2024;01/2024;14394,643495;276822,22;3984757168,39
Tesouro Selic;01/03/2025;01/2024;14399,453330;829178,63;11939718984,91
Tesouro Prefixado com Juros Semestrais;01/01/2025;02/2024;986,006317;115700,48;114081404,15
Tesouro Prefixado com Juros Semestrais;01/01/2035;03/2024;975,487660;83202,02;81162543,79
Tesouro Prefixado;01/01/2027;03/2024;768,548791;263806,82;202748412,56
Tesouro Prefixado;01/01/2031;03/2024;501,363193;445427,10;223320753,10
Tesouro Educa+;15/12/2046;03/2024;1376,677073;1501,31;2066819,05
Tesouro IPCA+;15/05/2045;05/2023;1369,586822;4359352,19;5970511311,88
Tesouro Prefixado com Juros Semestrais;01/01/2029;05/2023;1085,022085;552571,40;599552172,53
Tesouro Prefixado;01/01/2025;05/2023;857,761213;5272048,19;4522158450,44
Tesouro IPCA+ com Juros Semestrais;15/05/2045;06/2023;4024,289618;31042,86;124925459,21
Tesouro IPCA+ com Juros Semestrais;15/08/2030;06/2023;4676,603036;376798,01;1762134717,52
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/2023;4665,067551;306298,61;1428903706,42
Tesouro IGPM+ com Juros Semestrais;01/01/2031;06/2023;7347,258727;6777,07;49792886,70
Tesouro IPCA+ com Juros Semestrais;15/08/2024;06/2023;4205,453987;25006,62;105164189,78
Tesouro IPCA+ com Juros Semestrais;15/05/2035;07/2023;4347,348622;363459,67;1580085895,52
Tesouro IPCA+;15/05/2035;07/2023;2246,544861;6100825,44;13705778040,09
Tesouro Selic;01/09/2024;07/2023;13564,601550;318771,57;4324009332,51
Tesouro Selic;01/03/2025;07/2023;13575,930330;958454,06;13011905543,06
Tesouro IPCA+ com Juros Semestrais;15/08/2026;10/2023;4310,132143;390766,86;1684256803,70
Tesouro Prefixado com Juros Semestrais;01/01/2027;10/2023;999,316413;209980,41;209836870,12
Tesouro IPCA+;15/05/2045;10/2023;1392,213990;5033219,90;7007319159,52
Tesouro Selic;01/03/2026;01/2024;14385,854833;796153,62;11453350402,08
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/2024;1070,871425;1020017,57;1092307668,71
Tesouro IPCA+;15/08/2026;01/2024;3765,378887;3589778,66;13516876775,36
Tesouro Prefixado;01/01/2026;01/2024;849,174931;5049827,51;4288186927,36
Tesouro IPCA+ com Juros Semestrais;15/05/2045;03/2024;4216,979234;30457,67;128439361,90
Tesouro IPCA+ com Juros Semestrais;15/08/2030;03/2024;4713,091545;343689,93;1619842103,18
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/2024;4697,790987;341147,70;1602640590,29
Tesouro IGPM+ com Juros Semestrais;01/01/2031;03/2024;7130,686617;6663,22;47513333,68
Tesouro IPCA+ com Juros Semestrais;15/08/2024;03/2024;4276,010191;22412,03;95834068,68
Tesouro IPCA+ com Juros Semestrais;15/08/2050;03/2024;4734,146819;277269,06;1312632438,40
Tesouro Selic;01/09/2024;05/2023;13275,032918;337056,29;4474433344,96
Tesouro Selic;01/03/2025;05/2023;13288,346776;1014048,60;13475029444,51
Tesouro IPCA+ com Juros Semestrais;15/08/2050;06/2023;4655,798562;292884,07;1363609231,93
Tesouro IPCA+;15/08/2024;06/2023;3895,576168;2912651,75;11346456742,98
Tesouro Selic;01/03/2026;07/2023;13555,454713;590010,28;7997857630,74
Tesouro Prefixado com Juros Semestrais;01/01/2031;07/2023;1072,619417;1090951,38;1170175633,19
Tesouro IPCA+;15/08/2026;07/2023;3616,313234;3833798,83;13864217445,42
Tesouro Prefixado;01/01/2026;07/2023;816,229360;4636180,84;3784186919,87
Tesouro Prefixado com Juros Semestrais;01/01/2025;08/2023;972,019991;123042,71;119599973,86
Tesouro Prefixado com Juros Semestrais;01/01/2029;10/2023;1074,426936;522663,04;561563248,62
Tesouro Prefixado;01/01/2025;10/2023;893,174680;4929817,24;4403187935,79
Tesouro Selic;01/09/2024;10/2023;13996,442183;296032,75;4143405269,64
Tesouro Selic;01/03/2025;10/2023;14004,555109;888731,38;12446287588,30
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/2024;4427,922892;350420,16;1551633448,28
Tesouro IPCA+;15/05/2035;01/2024;2350,425648;6117852,33;14379557027,10
Tesouro Selic;01/03/2027;01/2024;14314,447991;668796,00;9573445558,58
Tesouro Prefixado;01/07/2024;01/2024;962,482911;2305073,24;2218593602,10
Tesouro IPCA+ com Juros Semestrais;15/08/2032;01/2024;4389,001952;426949,90;1873883944,50
Tesouro Prefixado com Juros Semestrais;01/01/2033;01/2024;899,858349;1636352,95;1472485863,96
Tesouro Prefixado;01/01/2029;01/2024;571,756451;5840664,66;3339437697,48
Tesouro IPCA+ com Juros Semestrais;15/05/2055;02/2024;4881,333324;567869,65;2771961046,23
Tesouro IPCA+ com Juros Semestrais;15/08/2026;02/2024;4332,731560;376679,85;1632052674,11
Tesouro Prefixado com Juros Semestrais;01/01/2027;02/2024;985,746041;203709,26;200805596,56
Tesouro IPCA+;15/08/2024;03/2024;4168,747299;2559913,85;10671633947,86
Tesouro Selic;01/03/2026;05/2023;13265,074562;476826,75;6325142391,90
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/2023;1106,224037;1120586,75;1239619998,39
Tesouro IPCA+;15/08/2026;05/2023;3587,016744;3933940,11;14111109044,46
Tesouro Prefixado;01/01/2026;05/2023;806,806395;4341950,20;3503113188,13
Tesouro Selic;01/03/2027;07/2023;13484,652782;789747,95;10649476891,04
Tesouro Prefixado;01/07/2024;07/2023;918,550715;2523083,85;2317580474,42
Tesouro IPCA+ com Juros Semestrais;15/08/2032;07/2023;4285,735510;364563,54;1562422909,02
Tesouro Prefixado com Juros Semestrais;01/01/2033;07/2023;879,747686;1354619,04;1191722965,85
Tesouro Prefixado;01/01/2029;07/2023;530,255594;4952321,12;2625995977,16
Tesouro Selic;01/03/2029;07/2023;13452,922656;552699,35;7435421607,57
Tesouro IPCA+;15/05/2029;07/2023;2987,518168;518150,29;1547983405,12
Tesouro IPCA+ com Juros Semestrais;15/05/2035;10/2023;4436,386209;356386,94;1581070105,68
Tesouro IPCA+;15/05/2035;10/2023;2290,811878;6100091,87;13974162912,68
Tesouro Selic;01/03/2026;10/2023;13988,247057;707004,75;9889757113,47
Tesouro Prefixado com Juros Semestrais;01/01/2025;11/2023;1003,180314;119236,44;119615649,31
Tesouro Selic;01/03/2029;01/2024;14284,074670;861878,54;12311137421,83
Tesouro IPCA+;15/05/2029;01/2024;3155,312003;819218,18;2584888956,42
Tesouro RendA+;15/12/2049;01/2024;1784,094401;312236,72;557059783,93
Tesouro RendA+;15/12/2054;01/2024;1327,891455;219548,93;291537148,10
Tesouro RendA+;15/12/2059;01/2024;993,496564;199042,58;197748119,31
Tesouro RendA+;15/12/2064;01/2024;748,531091;248832,27;186258690,53
Tesouro RendA+;15/12/2069;01/2024;563,265989;144050,00;81138465,71
Tesouro RendA+;15/12/2074;01/2024;418,275063;117030,70;48951023,41
Tesouro RendA+;15/12/2079;01/2024;321,317255;93264,96;29967640,93
Tesouro RendA+;15/12/2084;01/2024;236,401019;847434,79;200334447,89
Tesouro Educa+;15/12/2030;01/2024;3345,199768;21990,83;73563719,41
Tesouro Educa+;15/12/2031;01/2024;3179,444108;4174,38;13272207,89
Tesouro Educa+;15/12/2032;01/2024;3022,673344;2761,33;8346598,58
Tesouro Educa+;15/12/2033;01/2024;2865,787451;4037,14;11569585,14
Tesouro Educa+;15/12/2034;01/2024;2706,796950;3444,20;9322750,05
Tesouro Educa+;15/12/2035;01/2024;2555,338440;3002,48;7672352,55
Tesouro Educa+;15/12/2036;01/2024;2416,626007;2433,75;5881463,54
Tesouro Educa+;15/12/2037;01/2024;2288,764991;2356,95;5394504,64
Tesouro Educa+;15/12/2038;01/2024;2156,521090;2408,65;5194304,52
Tesouro Educa+;15/12/2039;01/2024;2055,219247;4795,59;9855988,86
Tesouro Educa+;15/12/2040;01/2024;1940,657495;2776,89;5388992,39
Tesouro Educa+;15/12/2041;01/2024;1834,638134;2016,95;3700373,38
Tesouro Educa+;15/12/2042;01/2024;1736,848520;2207,82;3834648,89
Tesouro Educa+;15/12/2043;01/2024;1642,539119;2370,50;3893638,98
Tesouro Educa+;15/12/2044;01/2024;1537,506031;4154,59;6387707,18
Tesouro Educa+;15/12/2045;01/2024;1456,771486;6630,60;9659269,01
Tesouro IPCA+;15/05/2045;02/2024;1437,632518;5275407,43;7584097267,06
Tesouro Prefixado com Juros Semestrais;01/01/2029;02/2024;1055,995766;500347,84;528365200,56
Tesouro Prefixado;01/01/2025;02/2024;921,615878;4702174,77;4333598929,16
Tesouro IPCA+ com Juros Semestrais;15/05/2035;04/2024;4536,472220;447359,07;2029431993,42
Tesouro IPCA+;15/05/2035;04/2024;2409,392418;6353390,53;15307810971,57
Tesouro Selic;01/03/2027;05/2023;13195,474406;842621,47;11118790041,33
Tesouro Prefixado;01/07/2024;05/2023;904,369834;2608795,90;2359316315,02
Tesouro IPCA+ com Juros Semestrais;15/08/2032;05/2023;4226,771754;339347,14;1434342906,15
Tesouro Prefixado com Juros Semestrais;01/01/2033;05/2023;901,747275;1220754,34;1100811899,53
Tesouro Prefixado;01/01/2029;05/2023;513,811586;4384975,10;2253051010,70
Tesouro Prefixado com Juros Semestrais;01/01/2025;06/2023;998,936705;127587,58;127451916,76
Tesouro RendA+;15/12/2049;07/2023;1664,988759;225661,29;375723511,19
Tesouro RendA+;15/12/2054;07/2023;1229,538884;153597,78;188854443,00
Tesouro RendA+;15/12/2059;07/2023;912,681450;133941,16;122245612,12
Tesouro RendA+;15/12/2064;07/2023;680,435949;154776,39;105315419,81
Tesouro RendA+;15/12/2069;07/2023;510,643310;86291,68;44064269,10
Tesouro RendA+;15/12/2074;07/2023;376,834899;72139,53;27184692,50
Tesouro RendA+;15/12/2079;07/2023;286,228999;48751,10;13953978,55
Tesouro RendA+;15/12/2084;07/2023;214,001328;533743,05;114221721,51
Tesouro Prefixado com Juros Semestrais;01/01/2031;10/2023;1095,652656;1053729,00;1154520977,55
Tesouro IPCA+;15/08/2026;10/2023;3680,879582;3699789,82;13618480806,12
Tesouro Prefixado;01/01/2026;10/2023;832,042673;4877861,51;4058588929,30
Tesouro Selic;01/03/2027;10/2023;13916,064054;721957,55;10046807510,06
Tesouro Prefixado;01/07/2024;10/2023;940,601387;2401692,48;2259035277,83
Tesouro IPCA+ com Juros Semestrais;15/08/2032;10/2023;4265,078403;391972,43;1671793145,76
Tesouro IPCA+ com Juros Semestrais;15/05/2045;12/2023;4089,584923;30690,17;125510056,51
Tesouro IPCA+ com Juros Semestrais;15/08/2030;12/2023;4716,131090;353828,47;1668701447,89
Tesouro Selic;01/09/2024;02/2024;14511,748892;270678,03;3928011601,94
Tesouro Selic;01/03/2025;02/2024;14515,498303;811745,59;11782891734,11
Tesouro Selic;01/03/2026;02/2024;14502,095866;766700,90;11118769952,34
Tesouro Prefixado com Juros Semestrais;01/01/2025;03/2024;996,781540;115192,56;114821817,35
Tesouro Selic;01/03/2023;02/2020;10535,074920;666898,16;7025822079,61
Tesouro IPCA+;15/05/2045;02/2020;1022,818878;1693360,47;1732001055,97
Tesouro Prefixado com Juros Semestrais;01/01/2027;02/2020;959,188776;361289,62;346544948,38
Tesouro IPCA+ com Juros Semestrais;15/05/2045;05/2020;3196,058087;42572,93;136065557,21
Tesouro IPCA+ com Juros Semestrais;15/08/2030;05/2020;3956,377021;50316,78;199072152,16
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/2020;4136,171127;32774,11;135559327,49
Tesouro IGPM+ com Juros Semestrais;01/01/2031;05/2020;5300,080846;8057,36;42704659,40
Tesouro IGPM+ com Juros Semestrais;01/04/2021;05/2020;4201,762650;4883,38;20518803,68
Tesouro IPCA+;15/08/2024;05/2020;2660,639174;4505185,67;11986673479,74
Tesouro IPCA+ com Juros Semestrais;15/05/2055;06/2020;4361,570995;61681,21;269026976,47
Tesouro Prefixado;01/01/2021;06/2020;944,891980;1257965,13;1188641162,45
Tesouro Prefixado;01/01/2022;02/2020;886,796572;1221912,43;1083587754,20
Tesouro Prefixado;01/01/2021;04/2020;928,072506;1295943,93;1202729930,75
Tesouro IPCA+ com Juros Semestrais;15/05/2055;04/2020;4462,078133;43027,82;191993494,73
Tesouro IPCA+ com Juros Semestrais;15/08/2026;04/2020;3524,347376;613449,01;2162007408,70
Tesouro Prefixado;01/01/2023;04/2020;759,151331;3178058,97;2412627697,07
Tesouro IPCA+ com Juros Semestrais;15/08/2026;06/2020;3537,793272;600847,77;2125675198,20
Tesouro Prefixado com Juros Semestrais;01/01/2027;06/2020;993,027110;337892,71;335536621,30
Tesouro Prefixado;01/01/2023;06/2020;775,183121;3291398,53;2551436584,94
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/2020;880,174704;209243,91;184171196,54
Tesouro Selic;01/03/2021;01/2020;10506,540440;292827,43;3076603235,23
Tesouro IPCA+ com Juros Semestrais;15/05/2035;02/2020;3530,984375;528254,99;1865260115,70
Tesouro IPCA+ com Juros Semestrais;15/08/2020;02/2020;3314,095943;423605,65;1403869766,09
Tesouro IPCA+;15/05/2035;02/2020;1476,824460;4746010,55;7009024467,65
Tesouro Prefixado;01/01/2025;02/2020;658,981980;5419378,58;3571272827,01
Tesouro Prefixado com Juros Semestrais;01/01/2029;02/2020;1080,901736;1129158,55;1220509436,91
Tesouro Selic;01/03/2025;02/2020;10532,566093;915286,89;9640319662,98
Tesouro Prefixado com Juros Semestrais;01/01/2021;04/2020;1021,226224;88738,28;90621858,60
Tesouro Prefixado com Juros Semestrais;01/01/2023;04/2020;1016,263664;135168,93;137367272,06
Tesouro Selic;01/03/2023;04/2020;10599,723444;595314,68;6310170970,15
Tesouro IPCA+;15/05/2045;04/2020;1037,530441;1811105,67;1879077264,49
Tesouro Prefixado com Juros Semestrais;01/01/2027;04/2020;975,958328;344125,12;335851776,73
Tesouro Prefixado com Juros Semestrais;01/01/2021;06/2020;1039,791423;87376,88;90853730,39
Tesouro Prefixado com Juros Semestrais;01/01/2023;06/2020;1033,241848;133697,97;138142337,59
Tesouro Selic;01/03/2023;06/2020;10648,286431;563376,99;5998999558,15
Tesouro IPCA+;15/05/2045;06/2020;1044,756590;1857036,88;1940151518,25
Tesouro Prefixado;01/01/2022;04/2020;896,290005;1149662,73;1030431214,02
Tesouro Prefixado com Juros Semestrais;01/01/2029;04/2020;1095,926159;989096,30;1083976508,94
Tesouro Prefixado;01/01/2025;04/2020;668,242774;5052157,88;3376067996,41
Tesouro Prefixado;01/01/2025;06/2020;677,638740;4891948,72;3314973966,76
Tesouro Prefixado com Juros Semestrais;01/01/2029;06/2020;1111,166382;954673,77;1060801399,00
Tesouro Prefixado;01/01/2022;06/2020;905,887427;1114309,11;1009438612,54
Tesouro Selic;01/03/2025;06/2020;10644,023521;1105334,38;11765205139,28
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/2020;1262,294579;21384,35;26993349,08
Tesouro IPCA+;15/08/2026;02/2020;2806,945936;38339,37;107616538,81
Tesouro Prefixado;01/01/2026;02/2020;701,328951;70486,23;49434033,74
Tesouro Prefixado com Juros Semestrais;01/01/2025;03/2020;898,501453;195991,22;176098395,94
Tesouro Selic;01/03/2021;03/2020;10573,808822;265654,74;2808982433,41
Tesouro IPCA+ com Juros Semestrais;15/05/2035;04/2020;3563,237738;506532,64;1804896218,37
Tesouro IPCA+ com Juros Semestrais;15/08/2020;04/2020;3346,946389;403722,24;1351236693,32
Tesouro IPCA+;15/05/2035;04/2020;1498,633200;4865136,02;7291054362,08
Tesouro Selic;01/03/2025;04/2020;10596,149655;1027387,60;10886352763,29
Tesouro Prefixado com Juros Semestrais;01/01/2025;05/2020;917,687153;192540,71;176692135,99
Tesouro IPCA+ com Juros Semestrais;15/05/2035;06/2020;3481,618526;499263,56;1738245259,85
Tesouro IPCA+ com Juros Semestrais;15/08/2020;06/2020;3364,956812;388992,18;1308941885,90
Tesouro IPCA+;15/05/2035;06/2020;1511,718253;5016425,08;7583421358,24
Tesouro IPCA+ com Juros Semestrais;15/08/2030;02/2020;4221,729400;3669,76;15492733,68
Tesouro IPCA+ com Juros Semestrais;15/08/2024;02/2020;3262,814982;36201,38;118118405,03
Tesouro Selic;01/03/2021;05/2020;10630,917056;255525,30;2716468270,00
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/2020;1189,763560;373939,46;444899543,15
Tesouro IPCA+;15/08/2026;06/2020;2693,849399;358296,77;965197538,52
Tesouro Prefixado;01/01/2026;06/2020;684,458614;1377462,62;942816155,72
Tesouro Prefixado;01/01/2021;01/2020;904,040222;1396230,57;1262248594,46
Tesouro IPCA+ com Juros Semestrais;15/05/2045;02/2020;3255,007562;43699,22;142241291,55
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/2020;4610,795403;2621,60;12087661,22
Tesouro IGPM+ com Juros Semestrais;01/01/2031;02/2020;5071,535008;8070,37;40929163,98
Tesouro IGPM+ com Juros Semestrais;01/04/2021;02/2020;4144,907283;5187,94;21503530,28
Tesouro IPCA+ com Juros Semestrais;15/08/2050;02/2020;3691,353984;480754,23;1774634042,23
Tesouro IPCA+;15/08/2024;02/2020;2635,750701;4709473,55;12412998210,75
Tesouro Prefixado com Juros Semestrais;01/01/2031;04/2020;1156,226572;242400,05;280269378,86
Tesouro IPCA+;15/08/2026;04/2020;2672,775450;257664,58;688679563,75
Tesouro Prefixado;01/01/2026;04/2020;666,283936;818652,22;545454823,35
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/2020;3569,631772;643993,18;2298818516,27
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/2020;951,517485;366362,63;348600448,29
Tesouro Prefixado;01/01/2023;01/2020;735,673225;3062220,33;2252793505,83
Tesouro IPCA+ com Juros Semestrais;15/08/2030;04/2020;3977,328071;35265,02;140260553,97
Tesouro IPCA+ com Juros Semestrais;15/08/2040;04/2020;4160,696821;25486,15;106040143,28
Tesouro IPCA+ com Juros Semestrais;15/05/2045;04/2020;3288,705587;42663,94;140309137,84
Tesouro IGPM+ com Juros Semestrais;01/01/2031;04/2020;5246,836538;8058,11;42279585,97
Tesouro IPCA+ com Juros Semestrais;15/08/2024;06/2020;3317,431978;35341,97;117244581,44
Tesouro IPCA+ com Juros Semestrais;15/05/2045;06/2020;3209,716981;42545,61;136559366,88
Tesouro IPCA+ com Juros Semestrais;15/08/2050;06/2020;3739,081849;416249,15;1556389641,42
Tesouro IPCA+ com Juros Semestrais;15/08/2030;06/2020;3989,565718;60951,92;243171690,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/2020;4162,164198;39489,91;164363489,58
Tesouro IPCA+;15/05/2045;01/2020;1012,891985;1726575,56;1748834546,22
Tesouro Selic;01/03/2023;01/2020;10502,246989;695368,56;7302932365,50
Tesouro IPCA+ com Juros Semestrais;15/05/2055;03/2020;4585,134787;29218,16;133969201,82
Tesouro Prefixado;01/01/2021;03/2020;919,985757;1315766,00;1210485979,54
Tesouro IGPM+ com Juros Semestrais;01/04/2021;04/2020;4160,444575;4895,02;20365459,40
Tesouro IPCA+ com Juros Semestrais;15/08/2024;04/2020;3297,413472;35495,58;117043603,68
Tesouro IPCA+ com Juros Semestrais;15/08/2050;04/2020;3723,502356;426022,10;1586294293,05
Tesouro IPCA+;15/08/2024;04/2020;2658,751449;4546754,88;12088691125,44
Tesouro IGPM+ com Juros Semestrais;01/01/2031;06/2020;5416,948908;8057,36;43646307,45
Tesouro IGPM+ com Juros Semestrais;01/04/2021;06/2020;4293,534388;4877,87;20943302,58
Tesouro IPCA+;15/08/2024;06/2020;2669,922029;4453035,65;11889257977,85
Tesouro Prefixado;01/01/2022;01/2020;882,135477;1235693,16;1090048775,12
Tesouro Prefixado;01/01/2025;01/2020;654,214013;5517713,66;3609765596,09
Tesouro Prefixado com Juros Semestrais;01/01/2021;03/2020;1012,291115;89660,42;90762446,53
Tesouro Prefixado com Juros Semestrais;01/01/2023;03/2020;1008,084704;136196,04;137297144,66
Tesouro Prefixado;01/01/2023;03/2020;750,960556;3108094,29;2334056216,11
Tesouro Prefixado;01/01/2021;05/2020;936,646498;1279168,03;1198128255,65
Tesouro IPCA+ com Juros Semestrais;15/05/2055;05/2020;4347,354558;48332,63;210119079,33
Tesouro IPCA+ com Juros Semestrais;15/08/2026;05/2020;3526,154996;607651,62;2142673795,69
Tesouro Prefixado;01/01/2023;05/2020;767,174300;3228533,22;2476847713,08
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/2020;1073,124563;1162522,82;1247531793,19
Tesouro Selic;01/03/2025;01/2020;10499,826609;908354,48;9537564539,50
Tesouro Prefixado com Juros Semestrais;01/01/2025;02/2020;888,832281;204526,59;181789835,51
Tesouro IPCA+ com Juros Semestrais;15/08/2026;03/2020;3515,113596;620144,29;2179877625,26
Tesouro IPCA+;15/05/2045;03/2020;1033,211325;1730471,10;1787942338,10
Tesouro Prefixado com Juros Semestrais;01/01/2027;03/2020;967,741012;348605,79;337360120,00
Tesouro Selic;01/03/2023;03/2020;10569,418084;610272,66;6450226888,77
Tesouro Selic;01/03/2023;05/2020;10626,430676;581680,82;6181190909,28
Tesouro IPCA+;15/05/2045;05/2020;1039,208040;1845226,82;1917574546,96
Tesouro Prefixado com Juros Semestrais;01/01/2021;07/2020;1001,070869;86016,95;86109062,88
Tesouro Prefixado com Juros Semestrais;01/01/2023;07/2020;993,645713;129943,57;129117871,26
Tesouro IPCA+ com Juros Semestrais;15/05/2035;07/2020;3509,610456;493409,44;1731674929,71
Tesouro IPCA+ com Juros Semestrais;15/08/2020;07/2020;3393,487276;381822,48;1295709727,57
Tesouro IPCA+;15/05/2035;07/2020;1527,435049;5036984,95;7693667353,91
Tesouro IPCA+ com Juros Semestrais;15/05/2035;03/2020;3552,535426;511344,51;1816569486,66
Tesouro IPCA+ com Juros Semestrais;15/08/2020;03/2020;3335,639713;409952,01;1367452204,98
Tesouro IPCA+;15/05/2035;03/2020;1490,498838;4731766,43;7052692365,60
Tesouro Prefixado;01/01/2022;03/2020;891,646143;1170827,44;1043963770,99
Tesouro Prefixado;01/01/2025;03/2020;663,708552;5160178,92;3424854879,05
Tesouro Selic;01/03/2025;03/2020;10566,362863;925175,87;9775743954,51
Tesouro Prefixado com Juros Semestrais;01/01/2021;05/2020;1030,693290;87794,07;90488758,85
Tesouro Prefixado com Juros Semestrais;01/01/2023;05/2020;1024,924118;134722,41;138080247,24
Tesouro IPCA+ com Juros Semestrais;15/05/2035;05/2020;3468,840151;503332,50;1745979985,30
Tesouro IPCA+ com Juros Semestrais;15/08/2020;05/2020;3351,337854;395849,56;1326625614,91
Tesouro IPCA+;15/05/2035;05/2020;1502,675527;4947681,69;7434760190,94
Tesouro Prefixado com Juros Semestrais;01/01/2027;05/2020;984,663151;340070,80;334855185,49
Tesouro Prefixado;01/01/2022;05/2020;901,192694;1133361,32;1021376941,24
Tesouro Prefixado;01/01/2025;05/2020;673,038328;4969761,77;3344840152,23
Tesouro Selic;01/03/2021;02/2020;10539,414852;283188,92;2984645509,36
Tesouro Prefixado com Juros Semestrais;01/01/2029;03/2020;1088,570410;1016868,37;1106932818,44
Tesouro Prefixado com Juros Semestrais;01/01/2025;04/2020;907,809108;194019,53;176132696,46
Tesouro Prefixado com Juros Semestrais;01/01/2029;05/2020;1103,704968;970095,35;1070699057,22
Tesouro Selic;01/03/2025;05/2020;10622,529495;1080548,31;11478156293,74
Tesouro Prefixado com Juros Semestrais;01/01/2025;06/2020;927,195897;191523,93;177580202,07
Tesouro Selic;01/03/2021;06/2020;10652,817210;248630,58;2648616121,55
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/2020;3337,617346;36512,22;121863818,81
Tesouro IPCA+;15/08/2024;01/2020;2619,163147;4781335,21;12523096975,48
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/2020;3232,984319;44062,37;142452951,26
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/2020;5040,162677;8085,97;40754604,20
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/2020;4120,064463;5208,84;21460756,57
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/2020;3758,561800;490597,59;1843941360,94
Tesouro Prefixado com Juros Semestrais;01/01/2031;03/2020;1142,239021;161150,50;184072389,35
Tesouro IPCA+;15/08/2026;03/2020;2672,798360;170762,60;456413997,22
Tesouro Prefixado;01/01/2026;03/2020;658,713992;471826,41;310798658,06
Tesouro Selic;01/03/2021;04/2020;10604,161785;260801,27;2765578860,81
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/2020;1167,959687;316228,45;369342081,48
Tesouro IPCA+;15/08/2026;05/2020;2672,922651;318648,92;851723915,98
Tesouro Prefixado;01/01/2026;05/2020;673,292253;1108074,47;746057956,39
Tesouro Prefixado;01/01/2021;02/2020;911,576714;1370525,32;1249338967,65
Tesouro IPCA+ com Juros Semestrais;15/05/2055;02/2020;5097,086267;7152,79;36458387,67
Tesouro IPCA+ com Juros Semestrais;15/08/2026;02/2020;3495,200717;638281,31;2230921292,35
Tesouro Prefixado;01/01/2023;02/2020;742,280812;3049123,48;2263305852,62
Tesouro IPCA+ com Juros Semestrais;15/08/2030;03/2020;4008,518515;20073,32;80464274,87
Tesouro IPCA+ com Juros Semestrais;15/08/2040;03/2020;4237,411883;15326,74;64945710,20
Tesouro IPCA+ com Juros Semestrais;15/05/2045;03/2020;3276,898828;42736,67;140043743,83
Tesouro IGPM+ com Juros Semestrais;01/01/2031;03/2020;5169,198036;8059,71;41662237,10
Tesouro IGPM+ com Juros Semestrais;01/04/2021;03/2020;4223,821726;4898,42;20690052,81
Tesouro IPCA+ com Juros Semestrais;15/08/2024;03/2020;3285,176429;35890,44;117906427,51
Tesouro IPCA+ com Juros Semestrais;15/08/2050;03/2020;3713,081883;435222,53;1616016891,21
Tesouro IPCA+;15/08/2024;03/2020;2651,288484;4591054,11;12172208891,26
Tesouro IPCA+ com Juros Semestrais;15/08/2024;05/2020;3302,899518;35475,23;117171120,06
Tesouro IPCA+ com Juros Semestrais;15/08/2050;05/2020;3726,113131;420895,27;1568303392,32
Tesouro Prefixado com Juros Semestrais;01/01/2021;02/2020;1002,993680;92598,61;92875820,60
Tesouro Prefixado com Juros Semestrais;01/01/2023;02/2020;999,568719;140080,70;140020285,85
