Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro IGPM+ com Juros Semestrais;01/12/2005;11/2005;1876,349239;40179,80;75391337,15
Tesouro Selic;17/03/2010;11/2005;2492,704153;1081,20;2695111,72
Tesouro Selic;18/06/2008;11/2005;2518,780701;21827,00;54977426,35
Tesouro Selic;18/01/2006;11/2005;2534,764624;12466,00;31598375,80
Tesouro Selic;18/03/2009;11/2005;2510,313137;22334,20;56065835,65
Tesouro Selic;17/01/2007;11/2005;2518,958445;29755,20;74952112,30
Tesouro Prefixado com Juros Semestrais;01/01/2010;11/2005;855,701451;1070,20;915771,69
Tesouro Selic;16/02/2005;02/2002;1289,936135;50,00;64496,80
Tesouro Selic;17/01/2007;02/2002;1277,193665;139,20;177785,35
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/2009;1720,022745;81011,00;139340762,60
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/2009;1779,671568;109344,00;194596407,92
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/2009;979,448613;50914,40;49868038,47
Tesouro Prefixado com Juros Semestrais;01/07/2010;01/2009;970,732705;46473,80;45113637,59
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/2009;943,528734;38269,00;36107901,11
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/2009;915,718022;50825,40;46541734,74
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/2009;2183,860720;14430,00;31513110,18
Tesouro Selic;17/03/2010;01/2009;3765,197461;23782,80;89546938,16
Tesouro Selic;18/03/2009;01/2009;3767,003212;25423,40;95770029,45
Tesouro Selic;16/03/2011;01/2009;3768,385240;9654,20;36380744,78
Tesouro Prefixado;01/04/2009;01/2009;979,626089;23007,20;22538453,35
Tesouro Prefixado;01/07/2009;01/2009;953,160749;107178,80;102158625,33
Tesouro Prefixado;01/10/2009;01/2009;921,371463;116060,40;106934740,50
Tesouro Prefixado;01/01/2010;01/2009;891,377484;142905,00;127382299,41
Tesouro Prefixado;01/07/2010;01/2009;826,620913;191149,60;158008256,85
Tesouro Prefixado;01/01/2011;01/2009;796,296088;51829,00;41271229,93
Tesouro Selic;07/03/2012;01/2009;3769,426025;50868,60;191745424,70
Tesouro Selic;07/03/2014;01/2009;3769,549923;20828,40;78513693,62
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/2009;873,732225;22766,60;19891912,07
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/2009;874,569514;52873,40;46241463,71
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/2009;831,071938;112004,80;93084046,19
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/2009;1699,055597;35252,20;59895447,71
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/2009;1588,569337;7984,20;12683455,30
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/2009;1806,227507;33168,80;59910398,93
Tesouro IPCA+ com Juros Semestrais;15/05/2045;12/2008;1433,801920;20818,00;29848888,36
Tesouro IPCA+ com Juros Semestrais;15/05/2013;12/2008;1622,714714;11876,60;19272333,56
Tesouro Selic;07/03/2013;12/2008;3727,972908;4477,80;16693117,08
Tesouro IGPM+ com Juros Semestrais;01/07/2017;12/2008;1979,236310;9382,80;18570778,45
Tesouro IPCA+ com Juros Semestrais;15/05/2015;12/2008;1602,659572;28921,20;46350838,02
Tesouro IPCA+ com Juros Semestrais;15/05/2017;12/2008;1570,351827;15799,00;24809988,51
Tesouro IGPM+ com Juros Semestrais;01/01/2031;12/2008;3017,192033;12971,60;39137808,17
Tesouro IGPM+ com Juros Semestrais;01/04/2021;12/2008;1850,268451;9474,40;17530183,41
Tesouro IPCA+ com Juros Semestrais;15/08/2024;12/2008;1516,961882;16560,00;25120888,76
Tesouro IPCA+;15/05/2015;12/2008;1073,362764;202682,20;217551526,43
Tesouro IPCA+;15/08/2024;12/2008;589,347930;166215,60;97958819,79
Tesouro Selic;07/03/2014;07/2008;3535,265229;6714,20;23736477,80
Tesouro Prefixado com Juros Semestrais;01/01/2013;07/2008;914,812124;5346,60;4891134,50
Tesouro Prefixado com Juros Semestrais;01/01/2014;07/2008;905,457002;25961,40;23506931,41
Tesouro Prefixado com Juros Semestrais;01/01/2017;07/2008;895,972422;51241,80;45911239,63
Tesouro IPCA+ com Juros Semestrais;15/08/2012;07/2008;1697,717204;14674,60;24913320,88
Tesouro IPCA+ com Juros Semestrais;15/05/2035;07/2008;1571,151690;6632,40;10420506,46
Tesouro IPCA+ com Juros Semestrais;15/05/2045;06/2008;1393,689264;15770,60;21979315,91
Tesouro IPCA+ com Juros Semestrais;15/05/2013;06/2008;1645,974652;1685,40;2774125,67
Tesouro Selic;07/03/2013;06/2008;3494,556778;5364,80;18747598,20
Tesouro IGPM+ com Juros Semestrais;01/07/2017;06/2008;1908,188591;9890,60;18873130,07
Tesouro IPCA+ com Juros Semestrais;15/05/2015;06/2008;1582,839538;18630,40;29488933,73
Tesouro IPCA+ com Juros Semestrais;15/05/2017;06/2008;1620,115519;6656,80;10784784,98
Tesouro IPCA+ com Juros Semestrais;15/05/2009;07/2008;1742,251634;36191,80;63055222,68
Tesouro IPCA+ com Juros Semestrais;15/05/2011;07/2008;1678,173604;41483,60;69616682,53
Tesouro IPCA+ com Juros Semestrais;15/08/2008;07/2008;1803,273501;26452,40;47700911,96
Tesouro IPCA+ com Juros Semestrais;15/08/2010;07/2008;1727,583601;71096,00;122824283,70
Tesouro IGPM+ com Juros Semestrais;01/01/2031;06/2008;2932,831150;13478,60;39530457,93
Tesouro IGPM+ com Juros Semestrais;01/04/2021;06/2008;1786,143758;9652,00;17239859,55
Tesouro IPCA+ com Juros Semestrais;15/08/2024;06/2008;1467,594145;13193,20;19362263,07
Tesouro IPCA+;15/05/2015;06/2008;1040,801222;120918,40;125852018,42
Tesouro IPCA+;15/08/2024;06/2008;554,795227;160124,40;88836252,90
Tesouro IGPM+ com Juros Semestrais;01/03/2011;07/2008;2144,764386;14928,80;32018758,55
Tesouro Prefixado com Juros Semestrais;01/01/2010;07/2008;965,995125;36492,60;35251673,70
Tesouro Prefixado com Juros Semestrais;01/07/2010;07/2008;961,382862;38689,00;37194941,56
Tesouro Prefixado com Juros Semestrais;01/01/2011;07/2008;940,223007;18699,40;17581606,09
Tesouro Prefixado com Juros Semestrais;01/01/2012;07/2008;913,136977;31604,00;28858781,03
Tesouro Selic;17/03/2010;07/2008;3527,086706;26562,00;93686477,08
Tesouro Selic;18/03/2009;07/2008;3527,008553;28070,80;99005951,69
Tesouro Selic;16/03/2011;07/2008;3531,323680;10498,80;37074661,05
Tesouro Prefixado;01/10/2008;07/2008;981,266695;25404,80;24928884,13
Tesouro Prefixado;01/01/2009;07/2008;948,021099;136029,00;128958362,04
Tesouro Prefixado;01/04/2009;07/2008;918,519570;13677,20;12562775,86
Tesouro Prefixado;01/07/2009;07/2008;902,182056;58760,20;53012398,05
Tesouro Prefixado;01/10/2009;07/2008;869,923888;64382,00;56007439,75
Tesouro Prefixado;01/01/2010;07/2008;840,498653;88702,80;74554583,89
Tesouro Prefixado;01/07/2010;07/2008;772,389432;115737,20;89394190,16
Tesouro Selic;07/03/2012;07/2008;3532,907680;23363,00;82539322,12
Tesouro Selic;07/03/2014;06/2008;3497,396760;4455,80;15583700,48
Tesouro Prefixado com Juros Semestrais;01/01/2013;06/2008;954,248946;5349,40;5104659,31
Tesouro Prefixado com Juros Semestrais;01/01/2014;06/2008;946,378562;26911,00;25467993,49
Tesouro Prefixado com Juros Semestrais;01/01/2017;06/2008;939,637560;50298,60;47262453,75
Tesouro IPCA+ com Juros Semestrais;15/08/2012;06/2008;1689,584286;11316,00;19119335,78
Tesouro IPCA+ com Juros Semestrais;15/05/2035;06/2008;1551,195655;6434,80;9981633,79
Tesouro IPCA+ com Juros Semestrais;15/05/2045;05/2008;1374,389047;15874,00;21817051,73
Tesouro IPCA+ com Juros Semestrais;15/05/2013;05/2008;1626,456307;1534,80;2496285,14
Tesouro Selic;07/03/2013;05/2008;3463,078797;5402,00;18707551,66
Tesouro IGPM+ com Juros Semestrais;01/07/2017;05/2008;1859,195153;9912,20;18428714,19
Tesouro IPCA+ com Juros Semestrais;15/05/2015;05/2008;1561,098905;18906,20;29514448,12
Tesouro IPCA+ com Juros Semestrais;15/05/2017;05/2008;1599,870032;6198,00;9915994,45
Tesouro IGPM+ com Juros Semestrais;01/01/2031;05/2008;2856,771897;13592,00;38829243,62
Tesouro IGPM+ com Juros Semestrais;01/04/2021;05/2008;1740,203876;9676,60;16839256,82
Tesouro IPCA+ com Juros Semestrais;15/08/2024;05/2008;1447,020684;13490,80;19521466,64
Tesouro IPCA+;15/05/2015;05/2008;1026,440657;119696,40;122861251,43
Tesouro IPCA+;15/08/2024;05/2008;547,044060;159768,20;87400244,83
Tesouro IPCA+ com Juros Semestrais;15/05/2009;06/2008;1717,621238;36778,40;63171360,95
Tesouro IPCA+ com Juros Semestrais;15/05/2011;06/2008;1661,176355;30113,60;50024000,27
Tesouro IPCA+ com Juros Semestrais;15/08/2008;06/2008;1777,398489;26785,20;47607974,01
Tesouro IPCA+ com Juros Semestrais;15/08/2010;06/2008;1707,472377;53630,20;91572085,06
Tesouro Prefixado com Juros Semestrais;01/01/2010;06/2008;1004,632593;35080,80;35243315,05
Tesouro Prefixado com Juros Semestrais;01/07/2010;06/2008;1002,435505;36562,80;36651848,86
Tesouro Prefixado com Juros Semestrais;01/01/2011;06/2008;990,774776;13650,20;13524273,85
Tesouro Prefixado com Juros Semestrais;01/01/2012;06/2008;952,556063;30715,00;29257759,48
Tesouro IGPM+ com Juros Semestrais;01/03/2011;06/2008;2091,625823;14962,80;31296578,86
Tesouro Selic;17/03/2010;06/2008;3489,658620;27128,80;94670250,75
Tesouro Selic;18/03/2009;06/2008;3489,271737;28632,40;99906224,08
Tesouro Selic;16/03/2011;06/2008;3494,069510;10758,60;37591296,23
Tesouro Prefixado;01/07/2008;06/2008;999,497128;74035,00;73997769,84
Tesouro Prefixado;01/10/2008;06/2008;971,614493;26160,80;25418212,41
Tesouro Prefixado;01/01/2009;06/2008;937,418719;138657,40;129980042,33
Tesouro Prefixado;01/04/2009;06/2008;910,332945;8743,80;7959769,20
Tesouro Prefixado;01/07/2009;06/2008;894,751112;55075,00;49278417,47
Tesouro Prefixado;01/10/2009;06/2008;864,225785;55748,40;48179204,72
Tesouro Prefixado;01/01/2010;06/2008;833,764288;80389,60;67025977,63
Tesouro Prefixado;01/07/2010;06/2008;769,242909;77468,80;59592325,05
Tesouro Selic;07/03/2012;06/2008;3495,015636;16318,60;57033762,15
Tesouro IPCA+ com Juros Semestrais;15/05/2035;07/2013;2610,001774;101680,63;265386624,63
Tesouro IPCA+ com Juros Semestrais;15/08/2020;07/2013;2535,046556;243038,20;616113151,87
Tesouro IPCA+;15/05/2035;07/2013;814,810771;1148799,52;936054222,15
Tesouro Selic;07/03/2014;08/2013;5721,692817;15599,74;89256920,31
Tesouro Prefixado;01/01/2014;08/2013;962,895605;351481,32;338439818,38
Tesouro Selic;07/03/2015;08/2013;5720,647327;53600,05;306626982,77
Tesouro Prefixado com Juros Semestrais;01/01/2014;08/2013;1006,242995;109397,81;110080779,93
Tesouro Prefixado com Juros Semestrais;01/01/2017;08/2013;945,272702;302546,41;285988862,57
Tesouro Prefixado com Juros Semestrais;01/01/2021;08/2013;939,031309;226114,98;212329045,56
Tesouro Prefixado com Juros Semestrais;01/01/2023;08/2013;1021,297661;230547,34;235457459,15
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/2013;2621,820194;103970,56;272592113,82
Tesouro IPCA+;15/05/2035;08/2013;817,823723;1153900,99;943687603,74
Tesouro IPCA+ com Juros Semestrais;15/08/2020;08/2013;2478,819966;248256,97;615384333,85
Tesouro Selic;07/03/2013;12/2010;4496,705436;35066,80;157685070,19
Tesouro IGPM+ com Juros Semestrais;01/07/2017;12/2010;2226,844261;8336,60;18564309,86
Tesouro IPCA+ com Juros Semestrais;15/05/2015;12/2010;1921,202261;149305,40;286845872,06
Tesouro IPCA+ com Juros Semestrais;15/05/2017;12/2010;1787,351237;16779,40;29990681,34
Tesouro IGPM+ com Juros Semestrais;01/01/2031;12/2010;3273,920273;12130,80;39715272,04
Tesouro IGPM+ com Juros Semestrais;01/04/2021;12/2010;2069,913619;8178,40;16928581,54
Tesouro Prefixado;01/01/2012;12/2010;896,466497;409439,60;367048883,97
Tesouro IPCA+ com Juros Semestrais;15/08/2024;12/2010;1803,569225;34780,00;62728137,63
Tesouro IPCA+;15/05/2015;12/2010;1451,806467;527341,00;765597073,97
Tesouro IPCA+;15/08/2024;12/2010;787,271195;295196,40;232399622,46
Tesouro Selic;07/03/2014;01/2011;4536,845198;26261,40;119143906,48
Tesouro Prefixado;01/01/2014;01/2011;708,325452;44121,40;31252310,59
Tesouro Selic;07/03/2015;01/2011;4534,918792;21076,00;95577948,46
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/2011;934,589609;17763,80;16601862,89
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/2011;939,501735;147020,80;138126296,66
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/2011;886,862853;307502,80;272712810,62
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/2011;883,527751;106032,40;93682567,89
Tesouro Prefixado;01/01/2013;01/2011;801,842831;715648,60;573837699,25
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/2011;2017,471307;178329,20;359774044,16
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/2011;1887,428245;22828,40;43086966,94
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/2011;1997,630493;29886,60;59702383,49
Tesouro IPCA+;15/05/2035;01/2011;483,785363;136681,00;66124267,16
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/2011;1998,506486;67807,00;135512729,32
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/2011;974,871327;41449,40;40407831,59
Tesouro Selic;16/03/2011;01/2011;4536,567034;6923,20;31407560,88
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/2011;2525,121862;12748,20;32190758,52
Tesouro Prefixado;01/07/2011;01/2011;956,579669;60093,00;57483742,07
Tesouro Selic;07/03/2012;01/2011;4536,722235;59036,60;267832655,88
Tesouro Selic;07/03/2017;01/2011;4534,693251;1358,60;6160834,25
Tesouro Prefixado;01/01/2015;01/2011;630,552683;24307,80;15327348,50
Tesouro IPCA+ com Juros Semestrais;15/05/2045;12/2010;1736,714618;44424,80;77153199,57
Tesouro IPCA+ com Juros Semestrais;15/05/2013;12/2010;1883,722270;13646,60;25706404,33
Tesouro Selic;07/03/2015;12/2010;4496,281804;15150,80;68122266,35
Tesouro Prefixado com Juros Semestrais;01/01/2013;12/2010;972,700562;18309,20;17809369,13
Tesouro Prefixado com Juros Semestrais;01/01/2014;12/2010;978,752448;148806,60;145644823,97
Tesouro Prefixado com Juros Semestrais;01/01/2017;12/2010;926,181424;306033,60;283442635,28
Tesouro Prefixado com Juros Semestrais;01/01/2021;12/2010;923,913635;95968,00;88666143,69
Tesouro Prefixado;01/01/2013;12/2010;794,731794;631248,80;501673491,27
Tesouro IPCA+ com Juros Semestrais;15/08/2012;12/2010;1991,572408;177505,20;353514458,67
Tesouro IPCA+ com Juros Semestrais;15/05/2035;12/2010;1855,129669;21898,20;40624000,51
Tesouro IPCA+ com Juros Semestrais;15/08/2020;12/2010;1969,237001;27720,60;54588431,22
Tesouro IPCA+;15/05/2035;12/2010;473,273698;124198,00;58779646,75
Tesouro IPCA+;15/08/2024;08/2013;1271,995306;879410,15;1118605583,19
Tesouro IPCA+;15/05/2019;08/2013;1815,413794;150538,08;273288906,90
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/2013;3712,467167;10925,20;40559446,29
Tesouro IGPM+ com Juros Semestrais;01/04/2021;09/2013;2567,383406;7322,93;18800768,96
Tesouro IPCA+ com Juros Semestrais;15/08/2024;09/2013;2263,700638;60183,33;136237042,50
Tesouro IPCA+ com Juros Semestrais;15/08/2050;09/2013;2855,531123;62256,87;177776429,87
Tesouro Prefixado;01/01/2017;09/2013;724,395366;424896,77;307793251,09
Tesouro IPCA+;15/05/2015;09/2013;2098,535086;919622,66;1929860418,05
Tesouro IPCA+;15/08/2024;09/2013;1281,099785;884082,82;1132598310,74
Tesouro IPCA+;15/05/2019;09/2013;1813,314440;170859,78;309822506,29
Tesouro Selic;07/03/2017;09/2013;5764,348002;101922,37;587516009,90
Tesouro Prefixado;01/01/2015;09/2013;875,563332;613550,30;537202145,20
Tesouro Prefixado;01/01/2016;09/2013;814,652080;702738,30;572487217,67
Tesouro Selic;07/03/2017;10/2013;5810,833938;107668,71;625644994,11
Tesouro Prefixado;01/01/2015;10/2013;884,009004;605632,88;535384919,10
Tesouro Prefixado;01/01/2016;10/2013;820,461249;723888,86;593922758,55
Tesouro Prefixado;01/10/2005;08/2005;984,715420;58670,20;57773450,61
Tesouro Prefixado;01/01/2006;08/2005;944,248131;97069,00;91657221,83
Tesouro Prefixado;01/04/2006;08/2005;903,597458;43148,00;38988423,11
Tesouro Prefixado;01/07/2006;08/2005;868,382623;58233,40;50568872,62
Tesouro Prefixado;01/10/2006;08/2005;834,337121;16594,80;13845657,66
Tesouro Prefixado;01/01/2007;08/2005;800,745938;18069,20;14468838,50
Tesouro Prefixado;01/07/2007;08/2005;744,089565;13872,00;10322010,43
Tesouro Prefixado;01/01/2008;08/2005;685,554845;5150,20;3530744,56
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/2005;1073,005404;3128,40;3356790,10
Tesouro IGPM+ com Juros Semestrais;01/07/2017;08/2005;1504,325999;10637,60;16002418,24
Tesouro IPCA+ com Juros Semestrais;15/05/2015;08/2005;1289,170065;2302,00;2967669,49
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/2005;2360,326388;16142,80;38102276,81
Tesouro IGPM+ com Juros Semestrais;01/04/2021;08/2005;1470,003323;14486,80;21295644,13
Tesouro IPCA+ com Juros Semestrais;15/08/2024;08/2005;1139,830692;6712,20;7650771,56
Tesouro IPCA+;15/05/2015;08/2005;684,023926;460,80;315198,22
Tesouro IPCA+;15/08/2024;08/2005;311,835362;2045,20;637765,68
Tesouro IPCA+ com Juros Semestrais;15/05/2009;08/2005;1416,842445;4793,80;6792059,31
Tesouro IPCA+ com Juros Semestrais;15/08/2006;08/2005;1492,554520;13938,80;20804418,94
Tesouro IPCA+ com Juros Semestrais;15/05/2007;08/2005;1431,687872;2085,20;2985355,54
Tesouro IGPM+ com Juros Semestrais;01/04/2008;08/2005;1747,589337;14215,40;24842681,46
Tesouro IGPM+ com Juros Semestrais;01/12/2006;08/2005;1824,531833;136,20;248501,23
Tesouro IGPM+ com Juros Semestrais;01/12/2005;08/2005;1828,466808;42355,40;77445443,02
Tesouro Prefixado com Juros Semestrais;01/01/2008;08/2005;884,340681;31103,60;27506178,80
Tesouro IGPM+ com Juros Semestrais;01/03/2011;08/2005;1676,811979;24893,80;41742222,04
Tesouro Selic;18/06/2008;08/2005;2411,671510;18222,40;43946442,93
Tesouro Selic;18/03/2009;08/2005;2404,558271;15836,20;38079065,68
Tesouro Selic;17/01/2007;08/2005;2410,579020;31231,80;75286721,84
Tesouro Selic;18/01/2006;08/2005;2427,361512;13387,40;32496059,50
Tesouro IPCA+ com Juros Semestrais;15/05/2045;07/2005;1062,891016;2978,40;3165714,60
Tesouro Prefixado;01/10/2005;07/2005;969,664603;59750,60;57938041,81
Tesouro Prefixado;01/01/2006;07/2005;930,168481;98697,20;91805024,59
Tesouro Prefixado;01/04/2006;07/2005;889,696548;31576,40;28093414,07
Tesouro Prefixado;01/07/2006;07/2005;855,490984;56040,00;47941714,71
Tesouro Prefixado;01/10/2006;07/2005;823,065852;9276,20;7634923,45
Tesouro Prefixado;01/01/2007;07/2005;789,065411;14567,00;11494315,84
Tesouro Prefixado;01/07/2007;07/2005;734,330576;11884,80;8727372,02
Tesouro Prefixado;01/01/2008;07/2005;676,418904;400,80;271108,69
Tesouro IGPM+ com Juros Semestrais;01/07/2017;07/2005;1502,811542;10642,80;15994122,67
Tesouro IPCA+ com Juros Semestrais;15/05/2015;07/2005;1276,967686;2331,80;2977633,24
Tesouro IGPM+ com Juros Semestrais;01/01/2031;07/2005;2356,359880;16557,60;39015664,34
Tesouro IGPM+ com Juros Semestrais;01/04/2021;07/2005;1468,663727;14597,60;21438965,62
Tesouro IPCA+ com Juros Semestrais;15/08/2024;07/2005;1174,137441;6774,20;7953841,85
Tesouro IPCA+ com Juros Semestrais;15/05/2009;07/2005;1403,940814;4732,00;6643447,93
Tesouro IPCA+ com Juros Semestrais;15/08/2006;07/2005;1523,236807;13830,20;21066669,68
Tesouro IPCA+ com Juros Semestrais;15/05/2007;07/2005;1415,034829;1009,00;1427770,14
Tesouro IGPM+ com Juros Semestrais;01/04/2008;07/2005;1745,832608;14561,80;25422465,26
Tesouro IGPM+ com Juros Semestrais;01/12/2006;07/2005;1825,685122;141,40;258151,87
Tesouro IGPM+ com Juros Semestrais;01/03/2011;07/2005;1675,582949;26093,60;43721991,24
Tesouro IGPM+ com Juros Semestrais;01/12/2005;07/2005;1826,053260;43606,20;79627243,67
Tesouro Prefixado com Juros Semestrais;01/01/2008;07/2005;871,882205;30258,80;26382109,25
Tesouro Selic;18/06/2008;07/2005;2373,296461;15959,00;37875438,21
Tesouro Selic;18/01/2006;07/2005;2388,911867;13775,00;32907260,96
Tesouro Selic;18/03/2009;07/2005;2367,094819;12413,20;29383221,40
Tesouro Selic;17/01/2007;07/2005;2371,824445;31577,40;74896049,23
Tesouro IPCA+ com Juros Semestrais;15/05/2045;04/2010;1664,376839;36634,60;60973779,73
Tesouro IPCA+ com Juros Semestrais;15/05/2013;04/2010;1837,176161;14248,00;26176085,93
Tesouro Selic;07/03/2013;04/2010;4208,040399;10775,40;45343318,51
Tesouro IGPM+ com Juros Semestrais;01/07/2017;04/2010;2026,571687;8461,60;17148038,99
Tesouro IPCA+ com Juros Semestrais;15/05/2015;04/2010;1864,278181;96390,20;179698146,74
Tesouro IPCA+ com Juros Semestrais;15/05/2017;04/2010;1754,042263;17346,80;30427020,32
Tesouro IGPM+ com Juros Semestrais;01/01/2031;04/2010;3006,309036;12281,80;36922886,31
Tesouro IGPM+ com Juros Semestrais;01/04/2021;04/2010;1886,310158;8364,40;15777852,68
Tesouro Prefixado;01/01/2012;04/2010;834,334828;313944,80;261935080,55
Tesouro IPCA+ com Juros Semestrais;15/08/2024;04/2010;1676,471768;26162,40;43860524,97
Tesouro IPCA+;15/05/2015;04/2010;1320,864224;394108,80;520564214,40
Tesouro IPCA+;15/08/2024;04/2010;714,862030;249331,20;178237407,69
Tesouro Prefixado;01/07/2010;04/2010;977,951791;182154,20;178138026,16
Tesouro Prefixado;01/01/2011;04/2010;931,540967;184510,00;171878623,87
Tesouro IPCA+ com Juros Semestrais;15/05/2045;03/2010;1638,338055;35592,40;58312383,40
Tesouro Selic;07/03/2012;04/2010;4208,691354;67828,40;285468800,62
Tesouro IPCA+ com Juros Semestrais;15/05/2013;03/2010;1815,395177;14407,20;26154761,39
Tesouro Selic;07/03/2013;03/2010;4180,689526;7191,80;30066682,93
Tesouro IGPM+ com Juros Semestrais;01/07/2017;03/2010;1998,034110;8513,40;17010063,59
Tesouro IPCA+ com Juros Semestrais;15/05/2015;03/2010;1840,176848;91670,80;168690483,75
Tesouro IPCA+ com Juros Semestrais;15/05/2017;03/2010;1733,875110;17608,60;30531113,26
Tesouro IGPM+ com Juros Semestrais;01/01/2031;03/2010;2963,194078;12283,00;36396912,85
Tesouro IGPM+ com Juros Semestrais;01/04/2021;03/2010;1926,507852;8386,40;16156465,44
Tesouro Prefixado;01/01/2012;03/2010;827,458905;304291,40;251788628,60
Tesouro IPCA+ com Juros Semestrais;15/08/2024;03/2010;1655,163333;25930,00;42918385,21
Tesouro IPCA+;15/05/2015;03/2010;1303,374429;379638,60;494811243,67
Tesouro IPCA+;15/08/2024;03/2010;705,610810;246077,80;173635155,86
Tesouro Selic;07/03/2014;04/2010;4208,749995;30543,40;128549534,59
Tesouro Selic;07/03/2015;04/2010;4207,020691;3914,60;16468803,19
Tesouro Prefixado com Juros Semestrais;01/01/2013;04/2010;934,080480;20337,20;18996581,54
Tesouro Prefixado com Juros Semestrais;01/01/2014;04/2010;949,002417;158306,80;150233535,82
Tesouro Prefixado com Juros Semestrais;01/01/2017;04/2010;895,133463;297443,20;266251361,77
Tesouro Prefixado com Juros Semestrais;01/01/2021;04/2010;877,684328;19266,40;16909817,33
Tesouro Prefixado;01/01/2013;04/2010;733,873500;183840,40;134915597,77
Tesouro IPCA+ com Juros Semestrais;15/08/2012;04/2010;1890,416145;117181,00;221520854,31
Tesouro IPCA+ com Juros Semestrais;15/05/2035;04/2010;1783,397135;14721,00;26253389,22
Tesouro IPCA+ com Juros Semestrais;15/08/2020;04/2010;1855,051086;13934,20;25848652,84
Tesouro IPCA+;15/05/2035;04/2010;428,521715;27541,40;11802087,97
Tesouro IPCA+ com Juros Semestrais;15/05/2011;04/2010;1914,526786;73123,40;139996708,00
Tesouro Prefixado com Juros Semestrais;01/07/2010;04/2010;1026,733279;39245,60;40294763,58
Tesouro Prefixado com Juros Semestrais;01/01/2012;04/2010;974,061428;45360,60;44184010,79
Tesouro Selic;16/03/2011;04/2010;4208,690085;7772,60;32712464,55
Tesouro IPCA+ com Juros Semestrais;15/08/2010;04/2010;1920,998081;93781,20;180153505,22
Tesouro IGPM+ com Juros Semestrais;01/03/2011;04/2010;2255,125867;13312,60;30021588,61
Tesouro Prefixado com Juros Semestrais;01/01/2011;04/2010;1006,251494;32228,80;32430278,13
Tesouro IPCA+ com Juros Semestrais;15/05/2009;12/2003;1171,425244;1967,20;2304427,74
Tesouro IPCA+ com Juros Semestrais;15/08/2006;12/2003;1293,127152;3320,60;4293958,02
Tesouro Selic;21/01/2004;12/2003;1858,540114;7861,20;14610355,54
Tesouro IGPM+ com Juros Semestrais;01/04/2008;12/2003;1419,327011;8015,00;11375905,99
Tesouro Selic;18/06/2008;12/2003;1831,020152;913,00;1671721,39
Tesouro IGPM+ com Juros Semestrais;01/07/2005;12/2003;1554,927170;2332,40;3626712,13
Tesouro IGPM+ com Juros Semestrais;01/03/2011;12/2003;1329,635530;5917,40;7867985,28
Tesouro IGPM+ com Juros Semestrais;01/12/2005;12/2003;1498,152675;34368,40;51489110,39
Tesouro Selic;18/01/2006;12/2003;1826,635391;3756,20;6861207,85
Tesouro Selic;16/02/2005;12/2003;1843,189676;9459,00;17434731,14
Tesouro Selic;17/01/2007;12/2003;1789,431886;11840,80;21188305,07
Tesouro IGPM+ com Juros Semestrais;01/07/2017;12/2003;1227,550105;3697,40;4538743,75
Tesouro IPCA+ com Juros Semestrais;15/05/2015;12/2003;1059,819906;794,80;842344,86
Tesouro IGPM+ com Juros Semestrais;01/01/2031;12/2003;1972,801565;11421,60;22532550,35
Tesouro IGPM+ com Juros Semestrais;01/04/2021;12/2003;1144,036180;6714,80;7681974,14
Tesouro IPCA+ com Juros Semestrais;15/08/2024;12/2003;971,455117;3909,40;3797806,63
Tesouro Prefixado;07/01/2004;12/2003;996,603006;21096,80;21025134,30
Tesouro Prefixado;01/04/2004;12/2003;956,026526;16867,80;16126064,24
Tesouro Prefixado;01/07/2004;12/2003;908,905094;19812,20;18007409,50
Tesouro Prefixado;01/10/2004;12/2003;875,044060;19141,20;16749393,35
Tesouro Prefixado;04/01/2005;12/2003;844,014845;15605,40;13171189,26
Tesouro Prefixado;01/07/2005;12/2003;794,749118;7916,80;6291869,81
Tesouro IGPM+ com Juros Semestrais;01/07/2017;11/2003;1191,219242;2924,40;3483601,55
